,geometry,name,opening_hours,shop,wheelchair,check_date,addr:city,addr:housenumber,addr:postcode,addr:street,operator,payment:cash,payment:credit_cards,payment:debit_cards,addr:country,source,toilets:wheelchair,brand,contact:facebook,contact:phone,contact:website,brand:wikidata,changing_table,toilets,building,website,amenity,cuisine,access,addr:place,addr:province,contact:email,dog,fee,internet_access,internet_access:fee,motorhome,organic,power_supply,power_supply:maxcurrent,reservation,sanitary_dump_station,socket:cee_blue,tents,tourism,brand:wikipedia,city,description,phone,email,check_date:opening_hours,payment:mastercard,payment:visa,branch,name:it,operator:wikidata,operator:wikipedia,alt_name,ref,ref:vatin,level,kids_area,toilets:access,toilets:number,smoking,ele,atm,air_conditioning,diet:halal,diet:kosher,name:signed,currency:EUR,addr:suburb,brand:en,brand:ja,name:en,name:ja,delivery:description:it,wikimedia_commons,contact:instagram,name:es,noname,entrance,opening_hours:signed,payment:cards,facebook,payment:coins,payment:bancomat,clothes,self_service,contact:mobile,addr:state,building:levels,old_name,fixme,start_date,note,roof:levels,roof:shape,building:material,addr:unit,stroller,not:brand:wikidata,fax,addr:hamlet,payment:diners_club,payment:maestro,payment:v_pay,payment:visa_electron,drive_through,building:part,indoor_seating,outdoor_seating,building:use,contact:fax,building:colour,diet:gluten_free,diet:non-vegetarian,diet:vegan,diet:vegetarian,roof:colour,type,roof:material,survey:date,fuel:GTL_diesel,fuel:diesel,fuel:octane_100,fuel:octane_95,ref:mise
187,POINT (12.2547285 45.5090234),Alimentari Daniele e Cristina,,convenience,,,Mestre,,30174,Via Vallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,POINT (12.2548197 45.5089388),,,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,POINT (12.3376526 45.4347287),Crai,Mo-Su 09:00-23:00,supermarket,,,,,,,,,,,,,,Crai,,,,Q3696429,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,2025-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,POINT (12.2434068 45.4930069),Pam,"Mo-Sa 08:30-21:00; Su,PH 10:00-21:00",supermarket,yes,,,,,,Pam,,,,,,,Pam,,,,Q105615038,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,POINT (12.243493 45.4929425),Coin,"Mo-Sa 08:30-20:00; Su,PH 10:00-20:00",department_store,yes,,,,,,,,,,,,,Coin,,,,Q1107215,,yes,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,men;women;children,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,POINT (12.3304573 45.4398668),Caddy's,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,POINT (12.3547087 45.432541),Baílo supermercati veneziani,Mo-Sa 09:00-20:15; Su 09:30-20:15; PH closed,supermarket,yes,,Venezia,1810,,Via Giuseppe Garibaldi,,,,,,,,,bailosupermercati,+39 041 296 0560,,,,yes,,https://www.bailosupermercati.com/,,,,,,info@bailosupermercati.com,,,,,,no,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,POINT (12.361707 45.4272997),Non solo pane Venezia,"Mo-Sa 07:30-13:30,16:30-20:00; Su 08:00-13:30; PH closed",convenience,limited,2023-02-25,Venezia,19/2,,Campo Marco Stringari,,,yes,yes,,,,,,+39 327 012 8925,,,,,,,,,,,,,,,no,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,yes,yes,,Non solo pane Venezia,,,,,,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39327 012 8925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,POINT (12.3276321 45.4403898),Coop,Mo-Sa 08:30-21:00; Su 09:00-21:00,supermarket,,,,1491a,30135,,,,,,,,,Coop,,,,Q1129774,,,,,,,,Santa Croce,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,+39 041 2750218,,,,,,,,,,466,IT03503411203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,POINT (12.3207226 45.4318535),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,POINT (12.3766704 45.4436014),,,farm,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,POINT (12.2401419 45.4834461),Halal Carne,,convenience,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,POINT (12.3355986 45.4360479),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,POINT (12.3294404 45.4439855),Despar,"Mo-Su,PH 08:00-21:00",supermarket,,2024-03-13,,,,,,,,,,,,Spar,,,,Q610492,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,POINT (12.4175455 45.4857198),Luca Pavan,,deli,,2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,POINT (12.3208284 45.4412434),Relay,,convenience,,2024-03-14,,,,,,,,,,,,Relay,,,,Q3424298,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,POINT (12.4086766 45.4586485),Maxi,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,POINT (12.3326333 45.4392756),,,convenience,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,POINT (12.2357056 45.481964),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,POINT (12.2327537 45.4859392),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,POINT (12.3549969 45.3931195),,,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,POINT (12.3146603 45.4267839),,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,POINT (12.334031 45.4396686),,,deli,,,,325,,Calle de le Becarie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,POINT (12.333369 45.4393529),DeSPAR,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,POINT (12.2400698 45.4910285),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,POINT (12.2370119 45.4918766),iN's Mercato,Mo-Sa 08:00-20:30; Su 09:00-20:00,supermarket,,,,54,,Via Giousé Carducci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,POINT (12.2139981 45.4650235),SME,"Mo-Fr 09:00-12:30,14:45-19:30; Sa 09:00-19:30",department_store,,,Marghera,5,30175,Via Sertorio Orsato,SME S.p.a.,,,,,,,,,,,,,,,https://www.sme.it/,,,,,Venezia,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 041 258 2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,POINT (12.2399628 45.4892706),Market Asia,,convenience,,2025-03-15,,7d,,Via Cappuccina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"POLYGON ((12.226772 45.511782, 12.2271876 45.5117374, 12.2271807 45.5117038, 12.2272146 45.5117012, 12.2271906 45.5115914, 12.2260621 45.5117076, 12.2257077 45.5099829, 12.22597 45.509955, 12.2259459 45.509862, 12.2261069 45.5098494, 12.2261256 45.5099372, 12.2262113 45.5099272, 12.2261937 45.5098337, 12.226178 45.5097662, 12.2263528 45.5097517, 12.2263717 45.5098234, 12.2264411 45.5098131, 12.2264554 45.5099074, 12.2269232 45.5098647, 12.2269335 45.5099081, 12.2273374 45.5098701, 12.2274627 45.510501, 12.2275297 45.5104935, 12.2276089 45.5108535, 12.2275458 45.5108582, 12.2277135 45.5117031, 12.2278328 45.5117607, 12.2281079 45.5131057, 12.2272469 45.5131977, 12.2271437 45.5127399, 12.2271405 45.5127258, 12.2271148 45.5125303, 12.2269161 45.5125499, 12.226772 45.511782))",Centro Commerciale Porte di Mestre,09:00-21:00,mall,yes,,,22,,Via Don Federico Tosatto,,,,,,,,,,,,,,,yes,https://www.portedimestre.it/,,,,,,info@portedimestre.it,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39041983389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"POLYGON ((12.1960581 45.4843523, 12.1961219 45.4843482, 12.1960673 45.4839359, 12.1960064 45.4839399, 12.1960019 45.4838809, 12.196296 45.4838658, 12.1963293 45.4840306, 12.1963556 45.4840289, 12.1964125 45.4844579, 12.196075 45.4844799, 12.1960581 45.4843523))",Lidl,"Mo-Sa 08:00-20:30, Su 08:30-20:00",supermarket,,,,,30121-30176,,Lidl,,,,,,,Lidl,,,,Q151954,,,retail,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"POLYGON ((12.2507626 45.4974621, 12.2505388 45.4971919, 12.2505175 45.4971662, 12.2504536 45.4970891, 12.2505583 45.4970465, 12.2506269 45.4970186, 12.2509774 45.496876, 12.2510385 45.4969498, 12.2506395 45.4971121, 12.2508873 45.4974113, 12.2507626 45.4974621))",Cadoro,,supermarket,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"POLYGON ((12.2808826 45.4852969, 12.2811368 45.4853065, 12.28119 45.4846164, 12.2809292 45.4846065, 12.2809203 45.4847227, 12.2808589 45.4847204, 12.2808397 45.4849703, 12.2809075 45.4849729, 12.2808826 45.4852969))",Lidl,Mo-Sa 08:00-20:30; Su 08:30-20:00,supermarket,yes,,,,,,,,,,,,,Lidl,,,,Q151954,,yes,supermarket,,,,,,,,,,,,,yes,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"POLYGON ((12.3296346 45.4441539, 12.3294967 45.4439592, 12.3294634 45.4439698, 12.3294301 45.4439803, 12.3293968 45.4439909, 12.3293635 45.4440015, 12.3296433 45.4444603, 12.329812 45.4444047, 12.3296346 45.4441539))",Despar,8:00-21:00,supermarket,,,,,,,Aspiag Service Srl.,,,,,,,Spar,,,,Q610492,,,yes,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 041 2440243,,,,,Teatro Italia,,,,,,IT00882800212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Teatro Italia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"POLYGON ((12.2233976 45.4807446, 12.2234139 45.4807986, 12.2235386 45.4807809, 12.2235051 45.4806638, 12.2234856 45.4806662, 12.2233977 45.4803639, 12.2234301 45.480359, 12.2233916 45.4802274, 12.2233576 45.4802336, 12.2233555 45.480227, 12.2233237 45.4802335, 12.2229077 45.4803148, 12.2229386 45.4803992, 12.2227615 45.480427, 12.2227693 45.4804537, 12.2228269 45.4806514, 12.2228289 45.4806584, 12.2228879 45.4806479, 12.2229378 45.4808084, 12.2233976 45.4807446))",Aliper,,supermarket,,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"POLYGON ((12.2109004 45.4869383, 12.2107966 45.4869672, 12.2108372 45.4870537, 12.2108534 45.4870497, 12.2109088 45.487159, 12.2109962 45.4871387, 12.2110138 45.4871706, 12.2112663 45.4871093, 12.2112519 45.4870774, 12.211208 45.4869953, 12.2112664 45.4869787, 12.2113992 45.4869459, 12.2113378 45.4868275, 12.2109004 45.4869383))",In's Mercato,,supermarket,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"POLYGON ((12.2321205 45.475263, 12.2326743 45.4751038, 12.2328727 45.4750425, 12.2325902 45.4747765, 12.2323717 45.4744318, 12.2316905 45.4746326, 12.2318625 45.4749207, 12.2319008 45.4749065, 12.2321205 45.475263))",Mega,Mo-Su 08:30-20:00,supermarket,yes,,Venezia,25,30175,Via Fratelli Bandiera,Unicomm S.r.l.,yes,yes,,,,,,,,,,,,yes,https://www.megaprezzibassi.it/stores/mega-marghera/,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,2023-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,immagine vetusta occorre ridisegnare l’area di vendita,2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"POLYGON ((12.2279795 45.4918256, 12.2281446 45.4919151, 12.2281914 45.4918757, 12.2282444 45.491904, 12.228264 45.4918955, 12.2282705 45.4918956, 12.2284343 45.4917511, 12.2282133 45.4916242, 12.2280793 45.4917395, 12.2280522 45.4917629, 12.2280363 45.4917765, 12.2279795 45.4918256))",,,supermarket,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"POLYGON ((12.2124383 45.4661517, 12.2128952 45.4661826, 12.2129841 45.4661885, 12.2129874 45.4661887, 12.2129413 45.4665624, 12.2129266 45.4666821, 12.2126983 45.4666697, 12.2126803 45.4668575, 12.2127391 45.4668658, 12.212725 45.4669818, 12.2128853 45.4669923, 12.2128822 45.4670166, 12.212851 45.4672509, 12.2137883 45.467319, 12.2139957 45.4671843, 12.2139955 45.4671362, 12.2139413 45.4671329, 12.2139737 45.4668771, 12.2140323 45.4668845, 12.2141382 45.4659862, 12.213994 45.4659806, 12.2139917 45.4659919, 12.2132385 45.4659411, 12.2132276 45.4660397, 12.2128626 45.4660159, 12.2128733 45.4659358, 12.2124661 45.4659057, 12.2124383 45.4661517))",Panorama,,mall,,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"POLYGON ((12.2111355 45.4547727, 12.2109827 45.4540153, 12.2095827 45.4541542, 12.2097355 45.4549116, 12.2111355 45.4547727))",METRO,,wholesale,,,,,,,,,,,,,,METRO,,,,Q13610282,,,yes,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"POLYGON ((12.2858909 45.5043847, 12.2861374 45.5051371, 12.2865978 45.5050625, 12.2865705 45.5049794, 12.2867232 45.5049547, 12.2867898 45.5051589, 12.28738 45.5050636, 12.2871732 45.5044305, 12.2868576 45.5044815, 12.2868253 45.5043822, 12.2866045 45.5044178, 12.2865813 45.5043468, 12.2863759 45.50438, 12.2863528 45.50431, 12.2858909 45.5043847))",Centro Commerciale La Piazza,,mall,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"POLYGON ((12.2847522 45.5144498, 12.2847819 45.5145243, 12.2848049 45.5145198, 12.2849371 45.514851, 12.2855301 45.5147348, 12.2853979 45.5144037, 12.285316 45.5144197, 12.2852862 45.5143452, 12.2847522 45.5144498))",Alì,,supermarket,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"POLYGON ((12.2304302 45.5180805, 12.2304262 45.5179779, 12.2304179 45.5177639, 12.2303914 45.5170805, 12.2311335 45.5170664, 12.2311724 45.5180663, 12.2304302 45.5180805))",,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"POLYGON ((12.2681565 45.491968, 12.2683952 45.4918081, 12.268583 45.4919435, 12.2686795 45.4918833, 12.2688351 45.4919943, 12.2687868 45.4920281, 12.2691328 45.4922744, 12.2688405 45.4924719, 12.2681565 45.491968))",iN's,,supermarket,,,,22,,Via Eugenio Carlo Pertini,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"POLYGON ((12.2046452 45.515452, 12.2044064 45.5155927, 12.2042774 45.5156687, 12.2041298 45.5157557, 12.204968 45.5164592, 12.2054838 45.5161556, 12.2046452 45.515452))",Centro Commerciale Polo,,mall,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"POLYGON ((12.2507971 45.4795347, 12.2513383 45.4792659, 12.2514329 45.4792187, 12.2511561 45.4789506, 12.2509094 45.4786998, 12.2502767 45.4790112, 12.2503275 45.4790624, 12.2507971 45.4795347))",Ipercadoro,Mo-Sa 09:00-20:00; Su 09:00-13:00,supermarket,yes,,,,,,Cadoro,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,verificare se man_made=works,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"POLYGON ((12.2610904 45.4878288, 12.2610758 45.4878176, 12.2611729 45.4877556, 12.2611217 45.4877162, 12.2610246 45.4877783, 12.2610197 45.4877745, 12.2606971 45.4879807, 12.2602561 45.4882626, 12.2604925 45.4884444, 12.2612561 45.4879563, 12.2611476 45.4878728, 12.2611725 45.4878569, 12.2611153 45.4878129, 12.2610904 45.4878288))",ALDI,Mo-Sa 08:00-21:00; Su 08:30-20:00,supermarket,,,Mestre,10,30173,Via Tina Anselmi,,yes,yes,,,,,ALDI,,,,Q41171672,,,retail,,,,,,,,,,,,,,,,,,,,,en:Aldi,"Venezia, Veneto, Italy",,IT=800 370 370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,1,,,2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"POLYGON ((12.21274 45.4601909, 12.2126014 45.4598956, 12.2126185 45.4597458, 12.2126758 45.4597516, 12.2126823 45.4596962, 12.212545 45.4596015, 12.2124322 45.4594551, 12.2125765 45.4594126, 12.2122901 45.4580299, 12.2122814 45.4578368, 12.2124501 45.4577987, 12.212989 45.457849, 12.2130035 45.4577504, 12.2131122 45.4577603, 12.2131301 45.4576104, 12.2139619 45.4576717, 12.2139559 45.4577407, 12.2140463 45.4577484, 12.2137392 45.4599852, 12.21364 45.4599777, 12.2136049 45.4602134, 12.2134884 45.4602467, 12.21274 45.4601909))",Nave de Vero,"Mo-Sa 09:00-21:00, Su 10:00-21:00",mall,,,Venezia,20,30175,Via Pietro Arduino,,,,,,,,,,,,,,,yes,https://nave-de-vero.klepierre.it/,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 041 53 85 251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"POLYGON ((12.2003854 45.4843376, 12.2003045 45.4839473, 12.2006476 45.4839221, 12.2007051 45.4843078, 12.2003854 45.4843376))",Prix,,supermarket,,,Chirignago,235,30174,Via Miranese,,,,,,,,Prix,,,,Q61994819,,,yes,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"POLYGON ((12.3370281 45.4335128, 12.3370464 45.4335183, 12.337064 45.4335116, 12.3370675 45.4334978, 12.3370544 45.4334873, 12.3370344 45.4334879, 12.3370227 45.4334993, 12.3370281 45.4335128))",,,kiosk,,,,,,,,,,,,,,,,,,,,,kiosk,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"POLYGON ((12.2283866 45.5089653, 12.2283193 45.5084393, 12.2274072 45.5084966, 12.2274279 45.5086579, 12.2273203 45.5086647, 12.2273595 45.5089714, 12.2274661 45.5089647, 12.2274735 45.5090226, 12.2283866 45.5089653))",Interspar,,supermarket,,,,,,,Interspar,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"POLYGON ((12.2255391 45.5091315, 12.2272156 45.5090294, 12.2271544 45.5085357, 12.2254779 45.5086377, 12.2255391 45.5091315))",Globo,,mall,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
