,geometry,name,stars,tourism,amenity,cuisine,wheelchair,opening_hours,diet:vegetarian,check_date,description,opening_hours:url,website,note,addr:housenumber,addr:street,contact:facebook,contact:phone,contact:website,operator,smoking,alt_name,addr:city,addr:country,addr:postcode,changing_table,fax,outdoor_seating,phone,toilets,toilets:access,toilets:wheelchair,email,source,addr:housename,internet_access,internet_access:fee,diet:gluten_free,breakfast,snack,reservation,addr:province,cash_withdrawal,diet:vegan,takeaway,air_conditioning,bar,diet:meat,name:de,old_name,cafe,contact:email,snacks,guest_house,payment:cash,payment:debit_cards,payment:maestro,payment:mastercard,payment:visa,payment:visa_debit,payment:visa_electron,rooms,capacity,delivery,shop,contact:instagram,building,addr:place,brewery,diet:Carne,diet:lacto_vegetarian,diet:ovo_vegetarian,diet:pescetarian,layer,building:levels,elevator,restaurant,area,roof:levels,roof:shape,city,created_by,diet:kosher,payment:credit_cards,indoor_seating,name:en,contact:housenumber,contact:street,brand,brand:wikidata,brand:wikipedia,description:en,internet_access:operator,mobile,payment:apple_pay,payment:google_pay,url,short_name,wikidata,fixme,kids_area,level,ref:vatin,restaurant:type:it,delivery:description:it,facebook,name:it,wikimedia_commons,cash,name:ja,opening_hours:signed,addr:unit,wikipedia,contact:skype,highchair,check_date:opening_hours,contact:twitter,diet:fish,contact:tripadvisor,phone:mobile,source:name,microbrewery,self_service,diet:omnivore,addr:floor,croissant:type,price,diet:halal,check_date:currency:XBT,contact:pinterest,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,charge,currency:XBT:operator,barrier,other,addr:suburb,organic,entrance,tourism_1,tourism_2,name:zh-Hans,name:zh-Latn-pinyin,drive_through,payment:bancomat,name:signed,payment:debit_cards:min_payment,survey:date,payment,changing_table:fee,contact:mobile,kids_area:outdoor,breakfast:buffet,swimming_pool,branch,contact:fax,contact:neighbourhood,payment:online_payment,cash_withdrawal:foreign_cards,cash_withdrawal:purchase_required,internet_access:ssid,addr:subdistrict,name:es,name:ru,phone_1,contact:city,contact:postcode,baby_feeding,addr:conscriptionnumber,name:cs,website:en,diet:dairy_free,diet:lactose_free,start_date,source:addr,payment:american_express,payment:coins,payment:notes,payment:v_pay,contact:whatsapp,website:orders,phone:delivery,craft,payment:credit_card,diet:mediterranean,payment:contactless,ele,ref:cin,ref:cir,contact:place,opening_hours:kitchen,payment:meal_voucher,payment:mobile_phone,payment:samsung_pay,takeaway:description,internet_access:type,diet:non-vegetarian,payment:electronic_purses,payment:ticket_restaurant,long_name,website:menu,diet:chicken,name:zh,website:booking,changing_table:count,drink:wine,contact:mail,name:nl,payment:satispay,operator:type,operator:wikidata,ref,name_historic,roof:colour,name:ko,floating,platform,roof:material,indoor,indoor:area,indoor:level,height,addr:state,opening_date,building:levels:underground,location,type,wheelchair:description,addr:hamlet,building:part,all_you_can_eat,access,contact:youtube,pets,food,tobacco,fast_food,building:colour,building:use,check_date:internet_access,building:material,landuse,bicycle,dog,parking,amenity_1,historic,roof:orientation
1663,POINT (12.3392906 45.4372499),Hotel Da Bruno,,hotel,,,,,,,,,,,5726,,,,,,,,Venezia,,30122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castello,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,POINT (12.2445271 45.4924994),Caffè Diemme,,,cafe,,yes,Mo-Fr 07:00-20:00; Sa 08:00-20:00; Su off,,2022-07-31,,,https://www.caffediemmemestre.com/,,31,Piazza Ventisette Ottobre,,,,,no,,,,,,,no,,,,,,,,wlan,customers,,,,,,,,,,yes,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,POINT (12.2418483 45.4925932),Poké Poké,,,restaurant,hawaiian,,,yes,2022-08-07,,,,,21,Via Alessandro Poerio,,,,,no,,,,,,,no,+39 041 312 3811,,,,,survey,,,,,,,,,,yes,yes,yes,,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,yes,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,0,04957510268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,POINT (12.3001061 45.2677174),Dolce Isola,,,bar,,,,,2022-08-07,,,,,387,Via Busetti,,,,,outside,,,,,,,yes,+39 041 527 7266,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,,,,,,Pellestrina,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,0,04129630275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,POINT (12.3409987 45.4395692),Osteria Al Ponte,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,POINT (12.3257215 45.4320904),Toletta Pizza Kebab,,,fast_food,kebab;pizza,yes,,,,,,,,1215,Fondamenta de la Toletta,,,,Sarker Ripon & c.,outside,,Venezia,,30123,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,no,,IT04597820275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,POINT (12.3233015 45.4390548),Bisicchia,,,bar,,yes,,,,,,,,,,,,,,,,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,POINT (12.363984 45.4013103),Bagno Marconi,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,Bagno Marconi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,POINT (12.3268424 45.436309),Koenji,,,restaurant,italian;japanese,no,Mo off; Tu-Su 18:00-23:00,,2022-08-17,,,https://www.koenji-venezia.com/,,2950,Calle Prima Larga,,,,,,,,,30125,,,,+39 041 524 3178,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,yes,,,yes,yes,,,,,,,,,San Polo,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,POINT (12.3580428 45.3988453),hotel Sorriso,,hotel,,,,,,,,,https://hotelsorrisovenezia.it/,,22,Via Cristoforo Colombo,,,,,,,Lido di Venezia,,30126,,,,+39 041 526 0729,,,,hotel@sorrisovenezia.it,,,wlan,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,POINT (12.2553438 45.4828924),Hotel Guidi,,hotel,,,,,,2024-10-02,,,https://www.hotelguidi.it,,197,Via Forte Marghera,,,,,,,Venezia,,30173,,,,+39 41 0980022,,,,info@hotelguidi.it,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,POINT (12.334891 45.3630018),Le Garzette,,guest_house,,,,,,,Country house cum restaurant,,https://legarzette.it/en/,,32,Lungomare Alberoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,POINT (12.2645969 45.5034453),La Luna,,,restaurant,pizza,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,POINT (12.331608 45.4447246),Il Remo d'Oro,,,bar,,,,,,,,,,2575,Fondamenta de la Misericordia,,,,,,,Venezia,,30121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,POINT (12.3387565 45.4360207),Bar Luciano 480,,,cafe,,,,,,,,https://m.facebook.com/lucano480/,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,POINT (12.3376353 45.4327026),Illy Caffè,,,cafe,italian;cake;chocolate;dessert,yes,08:00-19:00,,2023-01-20,,,https://www.illy.com,,,Fondamenta dei Giardini,,+39 041 712 5794,,Illy,outside,,Venezia,,30124,no,,yes,,yes,customers,designated,,,,wlan,no,,,,yes,,,yes,yes,yes,yes,,,,,illycaffe.giardinireali@illy.com,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,no,0,IT00055180327,,,,Illy Caffè,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ILLYGUEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,POINT (12.3242297 45.4346218),Pier Dickens,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,POINT (12.3244912 45.4333804),Imagina Cafè,,,cafe,,,,,,,,,,,,,,http://imaginacafe.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagina_cafe@yahoo.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,POINT (12.245791 45.4862814),Venezia Night 25,,hostel,,,,Mo-Su 09:00-23:00,,,,,,,25/D  - INT 1,Via Milano,,,,,,,,,30172,,,,+393318445566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,POINT (12.325893 45.5029576),Al Quadrante,,,restaurant,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,POINT (12.2319345 45.482885),Da Tura,,,restaurant,italian;venetian;regional,,,yes,,,,https://www.hotelbologna.com/it/hotel-con-ristorante-venezia-mestre.aspx,,,,,,,,,Datura,,,,,,,+39 041 931230,,,,datura@hotelbologna.com,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911,,,,,,,,,,,,,,,,,,,,,,,yes,,,Ristorante Da Tura,https://www.hotelbologna.com/it/hotel-con-ristorante-venezia-mestre/menu.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,POINT (12.2508351 45.487657),Bombay Spice,,,restaurant,indian,,,yes,,,,https://www.ristorantebombayspice.it,,129,Via Forte Marghera,,,,,,,Venezia,,30173,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,POINT (12.3453462 45.4383079),Caffè Libano,,,cafe,,yes,,,,,,,,6549b,Calle Zon,,,,,outside,,,,,yes,,yes,,yes,customers,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,POINT (12.3346326 45.4341616),,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,POINT (12.327587 45.4438411),Trattoria da Mimo,,,restaurant,italian,,Fr-We 12:00-23:00,yes,,,,,,,,,,,,outside,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,POINT (12.3209577 45.4308479),Trattoria Borghi,,,restaurant,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,POINT (12.320745 45.431556),Osteria Da Toni,,,restaurant,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,POINT (12.3254546 45.4338801),Osteria Ai Do Farai,,,restaurant,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,POINT (12.3208089 45.4312968),San Basegio Ristorante,,,restaurant,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,POINT (12.3209715 45.4309459),Osteria Ca' del Vento,,,restaurant,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,POINT (12.3323015 45.4444692),Sullaluna,,,restaurant,,,,only,,,,https://www.sullalunavenezia.it/,,2535,,,,,,,,,,30121,,,,+39 041 722924,yes,customers,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,books,,,Cannaregio,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,POINT (12.4162589 45.4860832),Osteria Al Fureghin,,,restaurant,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,POINT (12.3278588 45.4399543),La Patatina,,,restaurant,,,Mo-Su 11:30-23:00,,,,,https://la-patatina-di-san-giacomo.business.site/,,1587,,,,,,outside,,,,,,,yes,+39 041 524 3692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Croce,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,POINT (12.3228155 45.4395212),Albergo Marin,,hotel,restaurant,,,,,,,,https://www.albergomarin.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,POINT (12.2308264 45.4887399),Osteria La Pergola,,,restaurant,,,,,,,,,,42,Via Fiume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,POINT (12.3181813 45.4373392),AC Hotel Venezia,3,hotel,,,,,,,,,https://www.marriott.com/en-us/hotels/vceac-ac-hotel-venezia,,466,Rio Terà Sant'Andrea,,,,,,,,,,,,,+39 041 852 0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,AC Hotel,Q5653536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,POINT (12.3175996 45.4375767),Ca' Doge,,hotel,,,,,,,,,https://cadoge.it/,,,,,,,,,,,,,,,,+39 041 528 6975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,POINT (12.3180536 45.4373621),Casanova Four Rooms,,guest_house,,,,,,,,,http://www.casanova4rooms.com/,,467c,Rio Terà Sant'Andrea,,,,,,,,,,,,,+39 041 528 6975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Croce,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
